"reactdt","roads","mstfmds","mastfrm","thrdtds","thrgrds","pkqtycd","thercls","excdgds","roacd","orgbkfg","metsize","deaclds","therdtl","pksize","manfnme","maintin","thergrp","excldrg","deactdt","prodcat","orgbkcd","ndcnum","prodnme","orgbkds","generid","thrclds","strngth","gnindds","prdctds","deaclas","gennme","maintds","actind","siglsrc","genind","desidrg","gennme2","methadone"
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377102","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377103","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377104","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377105","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377106","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00028","Schedule II",2808080040,28,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377107","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00112","Schedule II",2808080040,112,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377108","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00056","Schedule II",2808080040,56,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377109","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629378801","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629378802","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629378803","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00112","Schedule II",2808080040,112,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629378804","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629378805","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"MCKESSON CORPORATION DBA SKY PACKAG",2,8,0,2019-04-30,10,"AA","63739000610","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"ALTURA PHARMACEUTICALS, INC.",2,8,0,2015-08-14,10,"AA","63874126503","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"ALTURA PHARMACEUTICALS, INC.",2,8,0,2015-08-14,10,"AA","63874126506","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"CEBERT PHARMACEUTICALS, INC",2,8,0,2009-04-26,2,"AA","64019053825","METHADONE HCL","No BioEq Prob In Std Dose Form",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000946.0000 ML","Schedule II",2808080040,1,"ROXANE LABORATORIES, INC.",2,8,0,2009-06-07,2,"AA","64019055367","METHADONE HCL","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000946.0000 ML","Schedule II",2808080040,1,"CEBERT PHARMACEUTICALS, INC",2,8,0,2009-05-13,2,"AA","64019055467","METHADONE HCL","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000050.0000 GM","Schedule II",9601010128,1,"CEBERT PHARMACEUTICALS, INC",4,31,0,NA,11,"NR","64019075085","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"CEBERT PHARMACEUTICALS, INC",4,31,0,NA,11,"NR","64019075088","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017030","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017060","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017062","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017090","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017094","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"AA","66336017130","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00042","Schedule II",2808080040,42,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"AA","66336017142","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00056","Schedule II",2808080040,56,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"AA","66336017156","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017160","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
2010-04-01,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017162","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
2010-04-01,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017190","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
2010-04-01,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017194","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
2010-04-01,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00240","Schedule II",2808080040,240,"DISPENSING SOLUTIONS, INC",2,8,0,2014-06-01,10,"NR","66336017198","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Injection","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IJ","N","000020.0000 ML","Schedule II",2808080040,1,"BIONICHE PHARMA USA LLC",2,8,0,2010-05-16,2,"NR","66479053002","METHADONE HCL","Not Rated",102394,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
2005-07-26,"Injection","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IJ","N","000020.0000 ML","Schedule II",2808080040,1,"XANODYNE PHARMACEUTICALS, INC.",2,8,0,2007-01-08,2,"NR","66591081551","METHADONE HCL","Not Rated",102394,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"PAI PHARMA",4,31,0,NA,11,"NR","66689068155","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000030.0000 ML","Schedule II",2808080040,1,"PAI PHARMA",2,8,0,2023-12-22,2,"AA","66689069430","METHADONE HCL","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000946.0000 ML","Schedule II",2808080040,1,"VISTAPHARM, INC.",2,8,0,2008-01-01,2,"NR","66689069439","METHADONE HCL CONCENTRATE","Not Rated",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","001000.0000 ML","Schedule II",2808080040,1,"PAI PHARMA",2,8,0,NA,2,"NR","66689069479","METHADONE HCL CONCENTRATE","Not Rated",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000030.0000 ML","Schedule II",2808080040,1,"PAI PHARMA",2,8,0,NA,2,"AA","66689069530","METHADONE HCL","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","001000.0000 ML","Schedule II",2808080040,1,"PAI PHARMA",2,8,0,2023-12-22,2,"AA","66689069579","METHADONE HCL","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000500.0000 ML","Schedule II",2808080040,1,"PAI PHARMA",2,8,0,2023-12-22,2,"AA","66689071116","METHADONE HCL","No BioEq Prob In Std Dose Form",102398,"Analg/Antipyr, Opiate Agonists","5 MG/5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000500.0000 ML","Schedule II",2808080040,1,"PAI PHARMA",2,8,0,2024-01-12,2,"AA","66689071216","METHADONE HCL","No BioEq Prob In Std Dose Form",102393,"Analg/Antipyr, Opiate Agonists","10 MG/5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PAI PHARMA",2,8,0,NA,2,"AA","66689081010","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PAI PHARMA",2,8,0,2023-12-22,2,"AA","66689082010","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PAI PHARMA",2,8,0,2023-12-22,2,"AA","66689083699","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet for Suspension","TBS","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PAI PHARMA",2,8,0,2023-12-22,2,"AA","66689089840","METHADONE HCL","No BioEq Prob In Std Dose Form",123566,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Injection","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IJ","N","000020.0000 ML","Schedule II",2808080040,1,"MYLAN INSTITUTIONAL LLC",2,8,0,NA,2,"NR","67457021720","METHADONE HCL","Not Rated",102394,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"ASCEND LABORATORIES, LLC",2,8,0,NA,2,"AA","67877011601","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"ASCEND LABORATORIES, LLC",2,8,0,NA,2,"AA","67877065901","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"AMERICAN HEALTH PACKAGING",2,8,0,2023-08-14,10,"AA","68084073801","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00001","Schedule II",2808080040,1,"AMERICAN HEALTH PACKAGING",2,8,0,2023-08-14,10,"AA","68084073811","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet for Suspension","TBS","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00020","Schedule II",2808080040,20,"AMERICAN HEALTH PACKAGING",2,8,0,2016-06-08,10,"AA","68084097732","METHADONE HCL","No BioEq Prob In Std Dose Form",123566,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet for Suspension","TBS","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00001","Schedule II",2808080040,1,"AMERICAN HEALTH PACKAGING",2,8,0,NA,10,"AA","68084097733","METHADONE HCL","No BioEq Prob In Std Dose Form",123566,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000005.0000 ML","Schedule II",2808080040,1,"PRECISION DOSE, INC.",2,8,0,NA,2,"NR","68094003159","METHADONE HCL","Not Rated",102398,"Analg/Antipyr, Opiate Agonists","5 MG/5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000005.0000 MLX00030","Schedule II",2808080040,30,"PRECISION DOSE, INC.",2,8,0,NA,2,"NR","68094003162","METHADONE HCL","Not Rated",102398,"Analg/Antipyr, Opiate Agonists","5 MG/5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00001","Schedule II",2808080040,1,"PRECISION DOSE, INC.",2,8,0,2022-06-21,2,"NR","68094003201","METHADONE HCL CONCENTRATE","Not Rated",136566,"Analg/Antipyr, Opiate Agonists","5 MG/0.5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00050","Schedule II",2808080040,50,"PRECISION DOSE, INC.",2,8,0,2022-06-21,2,"NR","68094003258","METHADONE HCL CONCENTRATE","Not Rated",136566,"Analg/Antipyr, Opiate Agonists","5 MG/0.5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"DISPENSEXPRESS, INC.",2,8,0,2009-04-01,10,"NR","68115057100","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"DISPENSEXPRESS, INC.",2,8,0,2009-04-01,10,"NR","68115057200","METHADONE","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"GLENMARK PHARMACEUTICALS INC., USA",2,8,0,2020-04-01,2,"AA","68462080001","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"GLENMARK PHARMACEUTICALS INC., USA",2,8,0,2020-04-01,2,"AA","68462080101","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
